emergency_id,first_ambulance_id,first_response,attempts_needed,final_ambulance_id,final_status,recovery_time_sec
REQ00369,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00370,AMB0055,TIMEOUT,2,AMB0053,ACCEPTED,15
REQ00371,AMB0049,REJECTED,2,AMB0041,ACCEPTED,15
REQ00372,AMB0070,ACCEPTED,1,AMB0070,ACCEPTED,0
REQ00373,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00374,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ00375,AMB0098,ACCEPTED,1,AMB0098,ACCEPTED,0
REQ00376,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00377,AMB0053,REJECTED,2,AMB0052,ACCEPTED,15
REQ00378,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00379,AMB0028,ACCEPTED,1,AMB0028,ACCEPTED,0
REQ00380,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00381,AMB0059,ACCEPTED,1,AMB0059,ACCEPTED,0
REQ00382,AMB0056,TIMEOUT,2,AMB0058,ACCEPTED,15
REQ00383,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00384,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ00385,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00386,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ00387,AMB0125,REJECTED,2,AMB0123,ACCEPTED,15
REQ00388,AMB0061,TIMEOUT,2,AMB0064,ACCEPTED,15
REQ00389,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00390,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00391,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00392,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00393,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00394,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00395,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ00396,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ00397,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ00398,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00399,AMB0107,ACCEPTED,1,AMB0107,ACCEPTED,0
REQ00400,AMB0014,TIMEOUT,2,AMB0016,ACCEPTED,15
REQ00401,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ00402,AMB0030,ACCEPTED,1,AMB0030,ACCEPTED,0
REQ00403,AMB0062,ACCEPTED,1,AMB0062,ACCEPTED,0
REQ00404,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ00405,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00406,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00407,AMB0117,ACCEPTED,1,AMB0117,ACCEPTED,0
REQ00408,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00409,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ00410,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00411,AMB0053,REJECTED,2,AMB0052,ACCEPTED,15
REQ00412,AMB0049,TIMEOUT,2,AMB0049,ACCEPTED,15
REQ00413,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00414,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00415,AMB0050,ACCEPTED,1,AMB0050,ACCEPTED,0
REQ00416,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00417,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00418,AMB0074,TIMEOUT,2,AMB0075,ACCEPTED,15
REQ00419,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00420,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00421,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00422,AMB0033,TIMEOUT,2,AMB0058,ACCEPTED,15
REQ00423,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00424,AMB0069,TIMEOUT,2,AMB0094,ACCEPTED,15
REQ00425,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ00426,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00427,AMB0070,ACCEPTED,1,AMB0070,ACCEPTED,0
REQ00428,AMB0036,TIMEOUT,2,AMB0036,ACCEPTED,15
REQ00429,AMB0011,REJECTED,3,AMB0010,ACCEPTED,30
REQ00430,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00431,AMB0070,ACCEPTED,1,AMB0070,ACCEPTED,0
REQ00432,AMB0041,ACCEPTED,1,AMB0041,ACCEPTED,0
REQ00433,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ00434,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ00435,AMB0018,REJECTED,2,AMB0015,ACCEPTED,15
REQ00436,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00437,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00438,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ00439,AMB0056,ACCEPTED,1,AMB0056,ACCEPTED,0
REQ00440,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ00441,AMB0013,REJECTED,2,AMB0018,ACCEPTED,15
REQ00442,AMB0093,ACCEPTED,1,AMB0093,ACCEPTED,0
REQ00443,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00444,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00445,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ00446,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00447,AMB0110,REJECTED,2,AMB0112,ACCEPTED,15
REQ00448,AMB0076,ACCEPTED,1,AMB0076,ACCEPTED,0
REQ00449,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00450,AMB0027,ACCEPTED,1,AMB0027,ACCEPTED,0
REQ00451,AMB0022,ACCEPTED,1,AMB0022,ACCEPTED,0
REQ00452,AMB0070,TIMEOUT,2,AMB0058,ACCEPTED,15
REQ00453,AMB0014,REJECTED,2,AMB0016,ACCEPTED,15
REQ00454,AMB0011,ACCEPTED,1,AMB0011,ACCEPTED,0
REQ00455,AMB0100,ACCEPTED,1,AMB0100,ACCEPTED,0
REQ00456,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ00457,AMB0128,REJECTED,2,AMB0128,ACCEPTED,15
REQ00458,AMB0031,TIMEOUT,3,AMB0032,ACCEPTED,30
REQ00459,AMB0012,REJECTED,2,AMB0011,ACCEPTED,15
REQ00460,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00461,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00462,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00463,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ00464,AMB0079,TIMEOUT,2,AMB0079,ACCEPTED,15
REQ00465,AMB0097,REJECTED,3,AMB0091,ACCEPTED,30
REQ00466,AMB0070,ACCEPTED,1,AMB0070,ACCEPTED,0
REQ00467,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ00468,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00469,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00470,AMB0037,TIMEOUT,2,AMB0037,ACCEPTED,15
REQ00471,AMB0056,REJECTED,3,AMB0056,ACCEPTED,30
REQ00472,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00473,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00474,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00475,AMB0031,REJECTED,2,AMB0031,ACCEPTED,15
REQ00476,AMB0053,TIMEOUT,2,AMB0054,ACCEPTED,15
REQ00477,AMB0018,REJECTED,3,AMB0018,ACCEPTED,30
REQ00478,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ00479,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00480,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00481,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00482,AMB0032,TIMEOUT,2,AMB0028,ACCEPTED,15
REQ00483,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00484,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00485,AMB0089,ACCEPTED,1,AMB0089,ACCEPTED,0
REQ00486,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00487,AMB0128,REJECTED,3,AMB0126,ACCEPTED,30
REQ00488,AMB0011,TIMEOUT,2,AMB0011,ACCEPTED,15
REQ00489,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ00490,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00491,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ00492,AMB0054,ACCEPTED,1,AMB0054,ACCEPTED,0
REQ00493,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00494,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00495,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00496,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00497,AMB0089,ACCEPTED,1,AMB0089,ACCEPTED,0
REQ00498,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00499,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00500,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00501,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00502,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00503,AMB0038,ACCEPTED,1,AMB0038,ACCEPTED,0
REQ00504,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ00505,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ00506,AMB0103,TIMEOUT,2,AMB0102,ACCEPTED,15
REQ00507,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ00508,AMB0099,ACCEPTED,1,AMB0099,ACCEPTED,0
REQ00509,AMB0009,ACCEPTED,1,AMB0009,ACCEPTED,0
REQ00510,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ00511,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ00512,AMB0037,TIMEOUT,2,AMB0039,ACCEPTED,15
REQ00513,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00514,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ00515,AMB0050,ACCEPTED,1,AMB0050,ACCEPTED,0
REQ00516,AMB0012,ACCEPTED,1,AMB0012,ACCEPTED,0
REQ00517,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00518,AMB0098,TIMEOUT,2,AMB0099,ACCEPTED,15
REQ00519,AMB0113,ACCEPTED,1,AMB0113,ACCEPTED,0
REQ00520,AMB0106,ACCEPTED,1,AMB0106,ACCEPTED,0
REQ00521,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00522,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ00523,AMB0053,REJECTED,3,AMB0054,ACCEPTED,30
REQ00524,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00525,AMB0072,ACCEPTED,1,AMB0072,ACCEPTED,0
REQ00526,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00527,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ00528,AMB0057,ACCEPTED,1,AMB0057,ACCEPTED,0
REQ00529,AMB0055,REJECTED,2,AMB0058,ACCEPTED,15
REQ00530,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ00531,AMB0019,ACCEPTED,1,AMB0019,ACCEPTED,0
REQ00532,AMB0115,ACCEPTED,1,AMB0115,ACCEPTED,0
REQ00533,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00534,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00535,AMB0062,ACCEPTED,1,AMB0062,ACCEPTED,0
REQ00536,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ00537,AMB0125,ACCEPTED,1,AMB0125,ACCEPTED,0
REQ00538,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ00539,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00540,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00541,AMB0055,REJECTED,2,AMB0053,ACCEPTED,15
REQ00542,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00543,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ00544,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ00545,AMB0057,ACCEPTED,1,AMB0057,ACCEPTED,0
REQ00546,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00547,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00548,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00549,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00550,AMB0081,ACCEPTED,1,AMB0081,ACCEPTED,0
REQ00551,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00552,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00553,AMB0021,REJECTED,2,AMB0036,ACCEPTED,15
REQ00554,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00555,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00556,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00557,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00558,AMB0099,TIMEOUT,3,AMB0100,ACCEPTED,30
REQ00559,AMB0036,REJECTED,2,AMB0037,ACCEPTED,15
REQ00560,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00561,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00562,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00563,AMB0100,ACCEPTED,1,AMB0100,ACCEPTED,0
REQ00564,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00565,AMB0026,REJECTED,3,AMB0027,ACCEPTED,30
REQ00566,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ00567,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ00568,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00569,AMB0031,REJECTED,2,AMB0032,ACCEPTED,15
REQ00570,AMB0070,TIMEOUT,2,AMB0070,ACCEPTED,15
REQ00571,AMB0042,REJECTED,2,AMB0041,ACCEPTED,15
REQ00572,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00573,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ00574,AMB0012,ACCEPTED,1,AMB0012,ACCEPTED,0
REQ00575,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00576,AMB0097,TIMEOUT,2,AMB0095,ACCEPTED,15
REQ00577,AMB0083,REJECTED,2,AMB0079,ACCEPTED,15
REQ00578,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00579,AMB0008,ACCEPTED,1,AMB0008,ACCEPTED,0
REQ00580,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00581,AMB0010,REJECTED,4,AMB0011,ACCEPTED,45
REQ00582,AMB0084,TIMEOUT,2,AMB0100,ACCEPTED,15
REQ00583,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ00584,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00585,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ00586,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ00587,AMB0011,REJECTED,4,AMB0008,ACCEPTED,45
REQ00588,AMB0113,TIMEOUT,2,AMB0109,ACCEPTED,15
REQ00589,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ00590,AMB0098,ACCEPTED,1,AMB0098,ACCEPTED,0
REQ00591,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00592,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00593,AMB0124,ACCEPTED,1,AMB0124,ACCEPTED,0
REQ00594,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00595,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00596,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00597,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00598,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ00599,AMB0128,REJECTED,2,AMB0128,ACCEPTED,15
REQ00600,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00601,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ00602,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00603,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00604,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ00605,AMB0070,REJECTED,2,AMB0070,ACCEPTED,15
REQ00606,AMB0123,TIMEOUT,2,AMB0123,ACCEPTED,15
REQ00607,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00608,AMB0115,ACCEPTED,1,AMB0115,ACCEPTED,0
REQ00609,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ00610,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ00611,AMB0011,REJECTED,2,AMB0012,ACCEPTED,15
REQ00612,AMB0039,TIMEOUT,2,AMB0034,ACCEPTED,15
REQ00613,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00614,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00615,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00616,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ00617,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00618,AMB0068,TIMEOUT,2,AMB0068,ACCEPTED,15
REQ00619,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00620,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ00621,AMB0112,ACCEPTED,1,AMB0112,ACCEPTED,0
REQ00622,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00623,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00624,AMB0108,TIMEOUT,2,AMB0108,ACCEPTED,15
REQ00625,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ00626,AMB0080,ACCEPTED,1,AMB0080,ACCEPTED,0
REQ00627,AMB0009,ACCEPTED,1,AMB0009,ACCEPTED,0
REQ00628,AMB0099,ACCEPTED,1,AMB0099,ACCEPTED,0
REQ00629,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00630,AMB0076,ACCEPTED,1,AMB0076,ACCEPTED,0
REQ00631,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ00632,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00633,AMB0035,ACCEPTED,1,AMB0035,ACCEPTED,0
REQ00634,AMB0003,TIMEOUT,2,AMB0013,ACCEPTED,15
REQ00635,AMB0049,REJECTED,3,AMB0049,ACCEPTED,30
REQ00636,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ00637,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00638,AMB0039,ACCEPTED,1,AMB0039,ACCEPTED,0
REQ00639,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ00640,AMB0031,TIMEOUT,2,AMB0031,ACCEPTED,15
REQ00641,AMB0054,REJECTED,2,AMB0054,ACCEPTED,15
REQ00642,AMB0076,ACCEPTED,1,AMB0076,ACCEPTED,0
REQ00643,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ00644,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ00645,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00646,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00647,AMB0007,REJECTED,2,AMB0007,ACCEPTED,15
REQ00648,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00649,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00650,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00651,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ00652,AMB0113,TIMEOUT,3,AMB0113,ACCEPTED,30
REQ00653,AMB0014,REJECTED,2,AMB0016,ACCEPTED,15
REQ00654,AMB0112,ACCEPTED,1,AMB0112,ACCEPTED,0
REQ00655,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00656,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ00657,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00658,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00659,AMB0065,REJECTED,2,AMB0063,ACCEPTED,15
REQ00660,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00661,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00662,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00663,AMB0024,ACCEPTED,1,AMB0024,ACCEPTED,0
REQ00664,AMB0037,TIMEOUT,4,AMB0042,ACCEPTED,45
REQ00665,AMB0117,REJECTED,3,AMB0118,ACCEPTED,30
REQ00666,AMB0041,ACCEPTED,1,AMB0041,ACCEPTED,0
REQ00667,AMB0102,ACCEPTED,1,AMB0102,ACCEPTED,0
REQ00668,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ00669,AMB0050,ACCEPTED,1,AMB0050,ACCEPTED,0
REQ00670,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00671,AMB0046,REJECTED,2,AMB0046,ACCEPTED,15
REQ00672,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00673,AMB0011,ACCEPTED,1,AMB0011,ACCEPTED,0
REQ00674,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00675,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00676,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ00677,AMB0104,REJECTED,2,AMB0107,ACCEPTED,15
REQ00678,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00679,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00680,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00681,AMB0031,REJECTED,4,AMB0028,ACCEPTED,45
REQ00682,AMB0074,TIMEOUT,2,AMB0075,ACCEPTED,15
REQ00683,AMB0016,ACCEPTED,1,AMB0016,ACCEPTED,0
REQ00684,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00685,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00686,AMB0039,ACCEPTED,1,AMB0039,ACCEPTED,0
REQ00687,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00688,AMB0046,TIMEOUT,2,AMB0047,ACCEPTED,15
REQ00689,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ00690,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00691,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ00692,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00693,AMB0128,REJECTED,3,AMB0126,ACCEPTED,30
REQ00694,AMB0027,TIMEOUT,3,AMB0026,ACCEPTED,30
REQ00695,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ00696,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00697,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ00698,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ00699,AMB0099,REJECTED,2,AMB0099,ACCEPTED,15
REQ00700,AMB0096,ACCEPTED,1,AMB0096,ACCEPTED,0
REQ00701,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00702,AMB0016,ACCEPTED,1,AMB0016,ACCEPTED,0
REQ00703,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00704,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00705,AMB0014,REJECTED,2,AMB0014,ACCEPTED,15
REQ00706,AMB0088,TIMEOUT,2,AMB0090,ACCEPTED,15
REQ00707,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ00708,AMB0056,ACCEPTED,1,AMB0056,ACCEPTED,0
REQ00709,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ00710,AMB0033,TIMEOUT,3,AMB0035,ACCEPTED,30
REQ00711,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00712,AMB0125,TIMEOUT,2,AMB0123,ACCEPTED,15
REQ00713,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ00714,AMB0050,ACCEPTED,1,AMB0050,ACCEPTED,0
REQ00715,AMB0038,ACCEPTED,1,AMB0038,ACCEPTED,0
REQ00716,AMB0033,TIMEOUT,2,AMB0058,ACCEPTED,15
REQ00717,AMB0053,REJECTED,2,AMB0054,ACCEPTED,15
REQ00718,AMB0081,TIMEOUT,2,AMB0077,ACCEPTED,15
REQ00719,AMB0048,ACCEPTED,1,AMB0048,ACCEPTED,0
REQ00720,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00721,AMB0093,ACCEPTED,1,AMB0093,ACCEPTED,0
REQ00722,AMB0115,TIMEOUT,2,AMB0114,ACCEPTED,15
REQ00723,AMB0065,REJECTED,3,AMB0064,ACCEPTED,30
REQ00724,AMB0044,TIMEOUT,2,AMB0043,ACCEPTED,15
REQ00725,AMB0050,ACCEPTED,1,AMB0050,ACCEPTED,0
REQ00726,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00727,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00728,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00729,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00730,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00731,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00732,AMB0072,ACCEPTED,1,AMB0072,ACCEPTED,0
REQ00733,AMB0027,ACCEPTED,1,AMB0027,ACCEPTED,0
REQ00734,AMB0011,ACCEPTED,1,AMB0011,ACCEPTED,0
REQ00735,AMB0049,REJECTED,3,AMB0049,ACCEPTED,30
REQ00736,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00737,AMB0100,ACCEPTED,1,AMB0100,ACCEPTED,0
