assignment_id,request_id,ambulance_id,attempt_number,assigned_at,response_time_sec,response,status
ASG00650,REQ00516,AMB0070,1,2026-09-06 04:12:11,26,REJECTED,FALLBACK_TRIGGERED
ASG00651,REQ00518,AMB0081,1,2026-08-19 13:11:31,10,REJECTED,FALLBACK_TRIGGERED
ASG00652,REQ00518,AMB0030,2,2026-08-19 13:11:43,21,REJECTED,FALLBACK_TRIGGERED
ASG00653,REQ00518,AMB0025,3,2026-08-19 13:12:06,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00654,REQ00520,AMB0081,1,2026-08-02 08:10:37,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00655,REQ00521,AMB0092,1,2026-08-23 01:18:18,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00656,REQ00522,AMB0044,1,2026-08-11 17:20:55,11,TIMEOUT,FALLBACK_TRIGGERED
ASG00657,REQ00522,AMB0047,2,2026-08-11 17:21:08,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00658,REQ00524,AMB0004,1,2026-08-15 06:50:57,27,REJECTED,FALLBACK_TRIGGERED
ASG00659,REQ00525,AMB0065,1,2026-08-08 04:59:01,16,REJECTED,FALLBACK_TRIGGERED
ASG00660,REQ00526,AMB0123,1,2026-08-20 00:47:52,30,REJECTED,FALLBACK_TRIGGERED
ASG00661,REQ00526,AMB0063,2,2026-08-20 00:48:24,28,REJECTED,FALLBACK_TRIGGERED
ASG00662,REQ00526,AMB0003,3,2026-08-20 00:48:54,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00663,REQ00527,AMB0065,1,2026-08-06 13:44:48,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00664,REQ00528,AMB0109,1,2026-09-02 18:03:30,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00665,REQ00529,AMB0115,1,2026-08-14 18:57:12,19,TIMEOUT,FALLBACK_TRIGGERED
ASG00666,REQ00529,AMB0008,2,2026-08-14 18:57:33,13,REJECTED,FALLBACK_TRIGGERED
ASG00667,REQ00530,AMB0051,1,2026-08-11 16:49:46,24,TIMEOUT,FALLBACK_TRIGGERED
ASG00668,REQ00531,AMB0110,1,2026-08-19 05:57:48,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00669,REQ00532,AMB0121,1,2026-09-07 05:28:43,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00670,REQ00533,AMB0128,1,2026-08-21 03:29:07,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00671,REQ00534,AMB0020,1,2026-08-25 09:29:38,5,TIMEOUT,FALLBACK_TRIGGERED
ASG00672,REQ00534,AMB0087,2,2026-08-25 09:29:45,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00673,REQ00535,AMB0014,1,2026-08-13 02:57:53,4,REJECTED,FALLBACK_TRIGGERED
ASG00674,REQ00535,AMB0056,2,2026-08-13 02:57:59,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00675,REQ00537,AMB0095,1,2026-08-22 06:38:54,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00676,REQ00538,AMB0127,1,2026-09-07 08:48:50,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00677,REQ00539,AMB0119,1,2026-08-10 14:06:07,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00678,REQ00540,AMB0089,1,2026-09-01 21:01:11,12,REJECTED,FALLBACK_TRIGGERED
ASG00679,REQ00540,AMB0111,2,2026-09-01 21:01:25,15,TIMEOUT,FALLBACK_TRIGGERED
ASG00680,REQ00540,AMB0017,3,2026-09-01 21:01:42,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00681,REQ00541,AMB0054,1,2026-09-03 15:50:29,22,REJECTED,FALLBACK_TRIGGERED
ASG00682,REQ00541,AMB0125,2,2026-09-03 15:50:53,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00683,REQ00542,AMB0060,1,2026-08-02 01:27:56,22,TIMEOUT,FALLBACK_TRIGGERED
ASG00684,REQ00542,AMB0048,2,2026-08-02 01:28:20,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00685,REQ00543,AMB0027,1,2026-08-20 22:10:31,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00686,REQ00544,AMB0131,1,2026-09-06 15:30:35,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00687,REQ00545,AMB0098,1,2026-08-19 10:03:01,24,REJECTED,FALLBACK_TRIGGERED
ASG00688,REQ00546,AMB0043,1,2026-08-25 03:27:22,28,TIMEOUT,FALLBACK_TRIGGERED
ASG00689,REQ00546,AMB0110,2,2026-08-25 03:27:52,20,REJECTED,FALLBACK_TRIGGERED
ASG00690,REQ00546,AMB0123,3,2026-08-25 03:28:14,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00691,REQ00547,AMB0071,1,2026-08-05 09:07:21,9,REJECTED,FALLBACK_TRIGGERED
ASG00692,REQ00547,AMB0091,2,2026-08-05 09:07:32,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00693,REQ00548,AMB0060,1,2026-08-18 00:44:30,6,TIMEOUT,FALLBACK_TRIGGERED
ASG00694,REQ00548,AMB0061,2,2026-08-18 00:44:38,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00695,REQ00549,AMB0110,1,2026-08-14 10:31:32,25,REJECTED,FALLBACK_TRIGGERED
ASG00696,REQ00549,AMB0021,2,2026-08-14 10:31:59,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00697,REQ00550,AMB0064,1,2026-08-05 17:13:18,13,TIMEOUT,FALLBACK_TRIGGERED
ASG00698,REQ00551,AMB0089,1,2026-09-07 10:17:04,4,TIMEOUT,FALLBACK_TRIGGERED
ASG00699,REQ00551,AMB0001,2,2026-09-07 10:17:10,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00700,REQ00552,AMB0002,1,2026-08-20 13:42:34,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00701,REQ00553,AMB0077,1,2026-09-03 05:36:31,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00702,REQ00554,AMB0103,1,2026-08-28 18:46:40,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00703,REQ00555,AMB0117,1,2026-08-05 20:13:54,16,TIMEOUT,FALLBACK_TRIGGERED
ASG00704,REQ00555,AMB0107,2,2026-08-05 20:14:12,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00705,REQ00556,AMB0061,1,2026-08-13 00:15:51,21,REJECTED,FALLBACK_TRIGGERED
ASG00706,REQ00556,AMB0084,2,2026-08-13 00:16:14,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00707,REQ00557,AMB0066,1,2026-08-02 08:50:51,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00708,REQ00558,AMB0092,1,2026-08-06 10:38:19,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00709,REQ00559,AMB0042,1,2026-08-09 07:07:36,15,TIMEOUT,FALLBACK_TRIGGERED
ASG00710,REQ00559,AMB0087,2,2026-08-09 07:07:53,7,REJECTED,FALLBACK_TRIGGERED
ASG00711,REQ00560,AMB0049,1,2026-08-16 19:07:49,26,REJECTED,FALLBACK_TRIGGERED
ASG00712,REQ00560,AMB0084,2,2026-08-16 19:08:17,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00713,REQ00561,AMB0076,1,2026-08-07 05:13:17,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00714,REQ00562,AMB0054,1,2026-09-04 13:30:43,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00715,REQ00563,AMB0029,1,2026-08-02 20:57:38,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00716,REQ00565,AMB0026,1,2026-08-20 02:59:52,4,TIMEOUT,FALLBACK_TRIGGERED
ASG00717,REQ00565,AMB0128,2,2026-08-20 02:59:58,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00718,REQ00566,AMB0059,1,2026-08-27 01:17:55,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00719,REQ00567,AMB0059,1,2026-08-07 05:44:16,16,TIMEOUT,FALLBACK_TRIGGERED
ASG00720,REQ00567,AMB0003,2,2026-08-07 05:44:34,14,REJECTED,FALLBACK_TRIGGERED
ASG00721,REQ00567,AMB0065,3,2026-08-07 05:44:50,6,TIMEOUT,FALLBACK_TRIGGERED
ASG00722,REQ00568,AMB0037,1,2026-08-04 20:41:11,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00723,REQ00569,AMB0035,1,2026-08-11 07:33:45,17,TIMEOUT,FALLBACK_TRIGGERED
ASG00724,REQ00570,AMB0120,1,2026-08-31 23:08:16,5,REJECTED,FALLBACK_TRIGGERED
ASG00725,REQ00570,AMB0045,2,2026-08-31 23:08:23,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00726,REQ00571,AMB0029,1,2026-08-25 18:14:01,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00727,REQ00572,AMB0113,1,2026-08-11 01:25:39,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00728,REQ00573,AMB0059,1,2026-08-30 21:31:07,15,TIMEOUT,FALLBACK_TRIGGERED
ASG00729,REQ00573,AMB0114,2,2026-08-30 21:31:24,27,TIMEOUT,FALLBACK_TRIGGERED
ASG00730,REQ00574,AMB0031,1,2026-08-09 13:54:13,6,REJECTED,FALLBACK_TRIGGERED
ASG00731,REQ00574,AMB0113,2,2026-08-09 13:54:21,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00732,REQ00575,AMB0109,1,2026-08-02 09:16:15,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00733,REQ00576,AMB0128,1,2026-08-21 22:25:43,30,REJECTED,FALLBACK_TRIGGERED
ASG00734,REQ00576,AMB0019,2,2026-08-21 22:26:15,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00735,REQ00577,AMB0053,1,2026-08-22 07:30:58,11,REJECTED,FALLBACK_TRIGGERED
ASG00736,REQ00578,AMB0129,1,2026-08-25 09:25:42,16,REJECTED,FALLBACK_TRIGGERED
ASG00737,REQ00578,AMB0062,2,2026-08-25 09:26:00,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00738,REQ00579,AMB0086,1,2026-08-22 14:08:05,29,TIMEOUT,FALLBACK_TRIGGERED
ASG00739,REQ00579,AMB0007,2,2026-08-22 14:08:36,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00740,REQ00580,AMB0025,1,2026-08-18 23:23:59,20,REJECTED,FALLBACK_TRIGGERED
ASG00741,REQ00581,AMB0107,1,2026-08-11 10:47:31,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00742,REQ00583,AMB0096,1,2026-09-05 15:29:31,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00743,REQ00584,AMB0010,1,2026-08-11 23:32:52,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00744,REQ00585,AMB0129,1,2026-08-27 02:15:49,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00745,REQ00586,AMB0065,1,2026-08-07 10:09:01,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00746,REQ00588,AMB0115,1,2026-08-19 10:51:03,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00747,REQ00589,AMB0068,1,2026-08-26 02:01:54,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00748,REQ00590,AMB0121,1,2026-08-28 23:51:58,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00749,REQ00591,AMB0050,1,2026-08-25 15:17:36,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00750,REQ00593,AMB0073,1,2026-08-19 14:27:05,22,TIMEOUT,FALLBACK_TRIGGERED
ASG00751,REQ00593,AMB0003,2,2026-08-19 14:27:29,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00752,REQ00594,AMB0006,1,2026-08-19 18:03:35,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00753,REQ00595,AMB0080,1,2026-08-17 11:16:37,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00754,REQ00596,AMB0055,1,2026-08-03 02:26:56,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00755,REQ00597,AMB0079,1,2026-08-12 06:11:05,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00756,REQ00598,AMB0106,1,2026-08-01 05:41:30,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00757,REQ00599,AMB0012,1,2026-08-24 22:43:44,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00758,REQ00600,AMB0102,1,2026-08-13 00:13:30,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00759,REQ00601,AMB0075,1,2026-08-30 04:30:27,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00760,REQ00602,AMB0061,1,2026-09-07 07:12:18,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00761,REQ00603,AMB0117,1,2026-09-07 19:46:35,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00762,REQ00604,AMB0013,1,2026-08-02 13:36:20,27,TIMEOUT,FALLBACK_TRIGGERED
ASG00763,REQ00605,AMB0038,1,2026-08-23 14:44:27,25,REJECTED,FALLBACK_TRIGGERED
ASG00764,REQ00605,AMB0060,2,2026-08-23 14:44:54,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00765,REQ00606,AMB0109,1,2026-08-22 19:54:53,28,TIMEOUT,FALLBACK_TRIGGERED
ASG00766,REQ00606,AMB0034,2,2026-08-22 19:55:23,25,REJECTED,FALLBACK_TRIGGERED
ASG00767,REQ00606,AMB0126,3,2026-08-22 19:55:50,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00768,REQ00607,AMB0020,1,2026-08-24 15:51:54,26,TIMEOUT,FALLBACK_TRIGGERED
ASG00769,REQ00607,AMB0117,2,2026-08-24 15:52:22,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00770,REQ00608,AMB0113,1,2026-09-08 15:06:50,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00771,REQ00609,AMB0056,1,2026-08-17 11:43:10,20,TIMEOUT,FALLBACK_TRIGGERED
ASG00772,REQ00609,AMB0119,2,2026-08-17 11:43:32,25,REJECTED,FALLBACK_TRIGGERED
ASG00773,REQ00610,AMB0055,1,2026-08-08 17:14:31,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00774,REQ00611,AMB0058,1,2026-09-02 19:42:06,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00775,REQ00613,AMB0042,1,2026-09-02 15:46:55,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00776,REQ00614,AMB0122,1,2026-08-01 07:53:51,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00777,REQ00615,AMB0093,1,2026-08-10 16:26:50,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00778,REQ00616,AMB0082,1,2026-08-24 00:28:09,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00779,REQ00618,AMB0105,1,2026-09-03 09:26:25,20,REJECTED,FALLBACK_TRIGGERED
ASG00780,REQ00618,AMB0117,2,2026-09-03 09:26:47,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00781,REQ00619,AMB0072,1,2026-08-18 16:39:58,7,REJECTED,FALLBACK_TRIGGERED
ASG00782,REQ00619,AMB0128,2,2026-08-18 16:40:07,22,TIMEOUT,FALLBACK_TRIGGERED
ASG00783,REQ00620,AMB0011,1,2026-08-26 06:56:19,11,REJECTED,FALLBACK_TRIGGERED
ASG00784,REQ00620,AMB0090,2,2026-08-26 06:56:32,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00785,REQ00621,AMB0131,1,2026-08-14 02:32:35,14,REJECTED,FALLBACK_TRIGGERED
ASG00786,REQ00621,AMB0028,2,2026-08-14 02:32:51,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00787,REQ00622,AMB0084,1,2026-08-20 23:27:32,11,TIMEOUT,FALLBACK_TRIGGERED
ASG00788,REQ00622,AMB0036,2,2026-08-20 23:27:45,5,TIMEOUT,FALLBACK_TRIGGERED
ASG00789,REQ00622,AMB0072,3,2026-08-20 23:27:52,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00790,REQ00623,AMB0049,1,2026-08-08 14:19:36,28,REJECTED,FALLBACK_TRIGGERED
ASG00791,REQ00624,AMB0115,1,2026-08-20 09:42:50,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00792,REQ00625,AMB0081,1,2026-08-13 11:29:06,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00793,REQ00626,AMB0106,1,2026-08-29 02:23:43,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00794,REQ00627,AMB0108,1,2026-08-29 22:59:31,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00795,REQ00629,AMB0014,1,2026-08-27 03:07:23,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00796,REQ00630,AMB0020,1,2026-08-10 04:50:37,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00797,REQ00631,AMB0118,1,2026-08-08 17:22:04,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00798,REQ00632,AMB0048,1,2026-09-08 04:48:08,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00799,REQ00633,AMB0089,1,2026-08-27 12:14:57,15,TIMEOUT,FALLBACK_TRIGGERED
ASG00800,REQ00634,AMB0057,1,2026-08-02 18:40:50,25,TIMEOUT,FALLBACK_TRIGGERED
ASG00801,REQ00634,AMB0069,2,2026-08-02 18:41:17,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00802,REQ00635,AMB0010,1,2026-09-06 01:36:33,18,TIMEOUT,FALLBACK_TRIGGERED
ASG00803,REQ00635,AMB0117,2,2026-09-06 01:36:53,18,REJECTED,FALLBACK_TRIGGERED
ASG00804,REQ00635,AMB0035,3,2026-09-06 01:37:13,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00805,REQ00636,AMB0009,1,2026-08-14 07:53:45,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00806,REQ00637,AMB0036,1,2026-08-02 10:27:11,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00807,REQ00638,AMB0071,1,2026-08-19 04:11:16,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00808,REQ00639,AMB0080,1,2026-08-02 22:03:19,19,REJECTED,FALLBACK_TRIGGERED
ASG00809,REQ00639,AMB0032,2,2026-08-02 22:03:40,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00810,REQ00640,AMB0104,1,2026-08-04 06:15:48,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00811,REQ00641,AMB0094,1,2026-09-05 13:04:30,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00812,REQ00642,AMB0004,1,2026-08-09 09:36:26,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00813,REQ00644,AMB0006,1,2026-08-04 15:17:38,26,TIMEOUT,FALLBACK_TRIGGERED
ASG00814,REQ00645,AMB0105,1,2026-08-03 05:47:34,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00815,REQ00646,AMB0108,1,2026-08-28 06:39:32,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00816,REQ00647,AMB0039,1,2026-08-18 07:42:20,17,REJECTED,FALLBACK_TRIGGERED
ASG00817,REQ00647,AMB0075,2,2026-08-18 07:42:39,13,TIMEOUT,FALLBACK_TRIGGERED
ASG00818,REQ00647,AMB0016,3,2026-08-18 07:42:54,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00819,REQ00648,AMB0107,1,2026-08-31 00:57:00,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00820,REQ00649,AMB0005,1,2026-08-05 17:01:57,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00821,REQ00650,AMB0120,1,2026-08-12 22:00:07,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00822,REQ00651,AMB0063,1,2026-08-23 06:05:52,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00823,REQ00652,AMB0013,1,2026-09-01 22:45:38,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00824,REQ00653,AMB0076,1,2026-09-05 06:42:47,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00825,REQ00654,AMB0008,1,2026-09-06 07:56:33,18,REJECTED,FALLBACK_TRIGGERED
ASG00826,REQ00654,AMB0035,2,2026-09-06 07:56:53,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00827,REQ00655,AMB0109,1,2026-08-30 00:27:41,28,TIMEOUT,FALLBACK_TRIGGERED
ASG00828,REQ00655,AMB0066,2,2026-08-30 00:28:11,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00829,REQ00656,AMB0016,1,2026-08-30 15:23:33,28,REJECTED,FALLBACK_TRIGGERED
ASG00830,REQ00656,AMB0015,2,2026-08-30 15:24:03,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00831,REQ00657,AMB0059,1,2026-08-26 06:21:05,20,REJECTED,FALLBACK_TRIGGERED
ASG00832,REQ00657,AMB0119,2,2026-08-26 06:21:27,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00833,REQ00658,AMB0129,1,2026-08-13 05:21:19,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00834,REQ00659,AMB0067,1,2026-08-22 08:15:06,16,REJECTED,FALLBACK_TRIGGERED
ASG00835,REQ00661,AMB0006,1,2026-08-05 04:03:58,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00836,REQ00662,AMB0032,1,2026-08-19 12:25:06,7,REJECTED,FALLBACK_TRIGGERED
ASG00837,REQ00662,AMB0016,2,2026-08-19 12:25:15,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00838,REQ00663,AMB0074,1,2026-08-28 19:39:06,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00839,REQ00664,AMB0022,1,2026-08-01 19:45:04,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00840,REQ00665,AMB0092,1,2026-08-29 05:15:08,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00841,REQ00666,AMB0096,1,2026-08-10 04:30:19,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00842,REQ00667,AMB0032,1,2026-09-05 01:27:22,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00843,REQ00668,AMB0021,1,2026-08-30 19:44:21,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00844,REQ00669,AMB0006,1,2026-08-03 15:14:58,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00845,REQ00670,AMB0118,1,2026-08-22 23:24:13,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00846,REQ00671,AMB0040,1,2026-08-19 14:12:40,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00847,REQ00672,AMB0121,1,2026-08-17 23:11:21,13,REJECTED,FALLBACK_TRIGGERED
ASG00848,REQ00672,AMB0085,2,2026-08-17 23:11:36,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00849,REQ00673,AMB0081,1,2026-08-09 12:41:50,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00850,REQ00675,AMB0040,1,2026-08-24 10:38:27,10,REJECTED,FALLBACK_TRIGGERED
ASG00851,REQ00675,AMB0019,2,2026-08-24 10:38:39,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00852,REQ00676,AMB0028,1,2026-08-10 10:15:03,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00853,REQ00677,AMB0007,1,2026-08-31 21:39:04,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00854,REQ00678,AMB0098,1,2026-08-21 22:23:33,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00855,REQ00679,AMB0064,1,2026-08-03 06:14:57,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00856,REQ00680,AMB0053,1,2026-08-24 08:35:05,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00857,REQ00681,AMB0093,1,2026-08-28 14:29:27,8,REJECTED,FALLBACK_TRIGGERED
ASG00858,REQ00681,AMB0020,2,2026-08-28 14:29:37,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00859,REQ00682,AMB0042,1,2026-08-05 11:57:05,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00860,REQ00683,AMB0113,1,2026-08-05 11:02:34,24,REJECTED,FALLBACK_TRIGGERED
ASG00861,REQ00683,AMB0094,2,2026-08-05 11:03:00,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00862,REQ00684,AMB0068,1,2026-08-09 22:47:34,25,REJECTED,FALLBACK_TRIGGERED
ASG00863,REQ00685,AMB0109,1,2026-08-01 15:41:32,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00864,REQ00686,AMB0105,1,2026-09-05 14:46:52,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00865,REQ00687,AMB0081,1,2026-09-05 00:23:08,25,TIMEOUT,FALLBACK_TRIGGERED
ASG00866,REQ00687,AMB0070,2,2026-09-05 00:23:35,27,REJECTED,FALLBACK_TRIGGERED
ASG00867,REQ00687,AMB0106,3,2026-09-05 00:24:04,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00868,REQ00689,AMB0071,1,2026-09-06 20:51:38,30,TIMEOUT,FALLBACK_TRIGGERED
ASG00869,REQ00689,AMB0081,2,2026-09-06 20:52:10,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00870,REQ00690,AMB0082,1,2026-08-31 03:21:36,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00871,REQ00691,AMB0103,1,2026-09-01 00:11:12,20,REJECTED,FALLBACK_TRIGGERED
ASG00872,REQ00691,AMB0095,2,2026-09-01 00:11:34,5,REJECTED,FALLBACK_TRIGGERED
ASG00873,REQ00691,AMB0070,3,2026-09-01 00:11:41,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00874,REQ00692,AMB0080,1,2026-09-03 00:10:20,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00875,REQ00693,AMB0050,1,2026-08-25 06:08:55,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00876,REQ00694,AMB0095,1,2026-08-30 08:12:00,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00877,REQ00696,AMB0090,1,2026-08-20 12:39:52,20,REJECTED,FALLBACK_TRIGGERED
ASG00878,REQ00697,AMB0086,1,2026-08-12 22:36:06,24,REJECTED,FALLBACK_TRIGGERED
ASG00879,REQ00698,AMB0008,1,2026-08-05 22:46:46,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00880,REQ00699,AMB0127,1,2026-08-07 16:49:49,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00881,REQ00700,AMB0128,1,2026-08-30 12:21:47,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00882,REQ00701,AMB0023,1,2026-09-01 14:04:05,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG00883,REQ00702,AMB0116,1,2026-08-02 19:06:11,29,ACCEPTED,ASSIGNMENT_CONFIRMED
